"id","sourceName","scientificName","diet_inv","diet_vend","diet_vect","diet_vfish","diet_vunk","diet_scav","diet_fruit","diet_nect","diet_seed","diet_planto","nocturnal","crepuscular","diurnal","bodymass_value"
"ITIS:552549","Marmosa murina","Marmosa murina",40,10,10,0,10,0,30,0,0,0,1,0,0,26
"ITIS:552553","Marmosa xerophila","Marmosa xerophila",40,10,10,0,10,0,30,0,0,0,1,0,0,46.2
"ITIS:552552","Marmosa tyleriana","Marmosa tyleriana",40,10,10,0,10,0,30,0,0,0,1,0,0,32.4
"ITIS:552551","Marmosa rubra","Marmosa rubra",40,10,10,0,10,0,30,0,0,0,1,0,0,63
"ITIS:709365","Marmosa quichua","Marmosa quichua",40,10,10,0,10,0,30,0,0,0,1,0,0,38.23
"ITIS:552548","Marmosa mexicana","Marmosa mexicana",40,10,10,0,10,0,30,0,0,0,1,0,0,49.45
"ITIS:552547","Marmosa lepida","Marmosa lepida",40,10,10,0,10,0,30,0,0,0,1,0,0,14
"ITIS:552545","Marmosa andersoni","Marmosa andersoni",40,10,10,0,10,0,30,0,0,0,1,0,0,47.4
"ITIS:552550","Marmosa robinsoni","Marmosa robinsoni",40,10,10,0,10,0,30,0,0,0,1,0,0,56.67
"ITIS:552557","Marmosops handleyi","Marmosops handleyi",50,0,0,0,0,0,50,0,0,0,1,0,0,30.7
"ITIS:709367","Marmosops juninensis","Marmosops juninensis",50,0,0,0,0,0,50,0,0,0,1,0,0,31.57
"ITIS:709370","Marmosops pinheiroi","Marmosops pinheiroi",50,0,0,0,0,0,50,0,0,0,1,0,0,31.57
"ITIS:709369","Marmosops paulensis","Marmosops paulensis",50,0,0,0,0,0,50,0,0,0,1,0,0,38.89
"ITIS:552562","Marmosops parvidens","Marmosops parvidens",50,0,0,0,0,0,50,0,0,0,1,0,0,15
"ITIS:552561","Marmosops noctivagus","Marmosops noctivagus",50,0,0,0,0,0,50,0,0,0,1,0,0,21
"ITIS:709368","Marmosops neblina","Marmosops neblina",50,0,0,0,0,0,50,0,0,0,1,0,0,31.57
"ITIS:709366","Marmosops bishopi","Marmosops bishopi",50,0,0,0,0,0,50,0,0,0,1,0,0,19.5
"ITIS:552558","Marmosops impavidus","Marmosops impavidus",50,0,0,0,0,0,50,0,0,0,1,0,0,40.5
"ITIS:552559","Marmosops incanus","Marmosops incanus",50,0,0,0,0,0,50,0,0,0,1,0,0,62.3
"ITIS:552556","Marmosops fuscatus","Marmosops fuscatus",50,0,0,0,0,0,50,0,0,0,1,0,0,60
"ITIS:552555","Marmosops dorothea","Marmosops dorothea",50,0,0,0,0,0,50,0,0,0,1,0,0,37.5
"ITIS:552554","Marmosops cracens","Marmosops cracens",50,0,0,0,0,0,50,0,0,0,1,0,0,25.5
"ITIS:552560","Marmosops invictus","Marmosops invictus",50,0,0,0,0,0,50,0,0,0,1,0,0,29.2
"ITIS:552563","Metachirus nudicaudatus","Metachirus nudicaudatus",30,20,20,0,10,0,20,0,0,0,1,0,0,375
"ITIS:552566","Micoureus demerarae","Micoureus demerarae",90,0,0,0,0,0,10,0,0,0,1,0,0,75.75
"ITIS:552567","Micoureus regina","Micoureus regina",90,0,0,0,0,0,10,0,0,0,1,0,0,118.6
"ITIS:709371","Micoureus paraguayanus","Micoureus paraguayanus",30,0,0,0,30,0,20,20,0,0,1,0,0,112.43
"ITIS:552565","Micoureus constantiae","Micoureus constantiae",90,0,0,0,0,0,10,0,0,0,1,0,0,90
"ITIS:552564","Micoureus alstoni","Micoureus alstoni",90,0,0,0,0,0,10,0,0,0,1,0,0,132.3
"ITIS:709372","Micoureus phaeus","Micoureus phaeus",90,0,0,0,0,0,10,0,0,0,1,0,0,103.76
"ITIS:552573","Monodelphis emiliae","Monodelphis emiliae",20,20,0,0,0,20,20,0,20,0,1,0,0,40
"ITIS:552577","Monodelphis osgoodi","Monodelphis osgoodi",20,20,0,0,0,20,20,0,20,0,1,0,0,112
"ITIS:709375","Monodelphis umbristriata","Monodelphis umbristriata",20,20,0,0,0,20,20,0,20,0,1,0,0,61.54
"ITIS:552581","Monodelphis theresa","Monodelphis theresa",20,20,0,0,0,20,20,0,20,0,1,0,0,112
"ITIS:552580","Monodelphis sorex","Monodelphis sorex",20,20,0,0,0,20,20,0,20,0,1,0,0,48
"ITIS:552579","Monodelphis scalops","Monodelphis scalops",20,20,0,0,0,20,20,0,20,0,1,0,0,741
"ITIS:552578","Monodelphis rubida","Monodelphis rubida",20,20,0,0,0,20,20,0,20,0,1,0,0,45.5
"ITIS:709374","Monodelphis palliolata","Monodelphis palliolata",20,20,0,0,0,20,20,0,20,0,1,0,0,61.54
"ITIS:552582","Monodelphis unistriata","Monodelphis unistriata",20,20,0,0,0,20,20,0,20,0,1,0,0,55.3
"ITIS:552575","Monodelphis kunsi","Monodelphis kunsi",20,20,0,0,0,20,20,0,20,0,1,0,0,11.3
"ITIS:709373","Monodelphis glirina","Monodelphis glirina",20,20,0,0,0,20,20,0,20,0,1,0,0,61.54
"ITIS:552572","Monodelphis domestica","Monodelphis domestica",20,20,0,0,0,20,20,0,20,0,1,0,0,71.4
"ITIS:552571","Monodelphis dimidiata","Monodelphis dimidiata",20,20,0,0,0,20,20,0,20,0,1,0,0,58
"ITIS:552570","Monodelphis brevicaudata","Monodelphis brevicaudata",20,20,0,0,0,20,20,0,20,0,1,0,0,69.63
"ITIS:552569","Monodelphis americana","Monodelphis americana",20,20,0,0,0,20,20,0,20,0,1,0,0,19.5
"ITIS:552568","Monodelphis adusta","Monodelphis adusta",20,20,0,0,0,20,20,0,20,0,1,0,0,35
"ITIS:552576","Monodelphis maraxina","Monodelphis maraxina",20,20,0,0,0,20,20,0,20,0,1,0,0,61.57
"ITIS:552574","Monodelphis iheringi","Monodelphis iheringi",20,20,0,0,0,20,20,0,20,0,1,0,0,112
"ITIS:552583","Philander andersoni","Philander andersoni",30,30,20,0,10,0,10,0,0,0,1,1,1,325
"ITIS:552584","Philander opossum","Philander opossum",30,30,20,0,10,0,10,0,0,0,1,1,1,585.5
"ITIS:709377","Philander mcilhennyi","Philander mcilhennyi",30,30,20,0,10,0,10,0,0,0,1,1,1,325
"ITIS:709376","Philander frenatus","Philander frenatus",30,30,20,0,10,0,10,0,0,0,1,1,1,395.45
"ITIS:709381","Thylamys pusillus","Thylamys pusillus",80,0,0,0,10,0,10,0,0,0,1,0,0,28.21
"ITIS:709384","Thylamys venustus","Thylamys venustus",80,0,0,0,20,0,0,0,0,0,1,0,0,24.41
"ITIS:709383","Thylamys tatei","Thylamys tatei",80,0,0,0,20,0,0,0,0,0,1,0,0,24.41
"ITIS:709382","Thylamys sponsorius","Thylamys sponsorius",80,0,0,0,20,0,0,0,0,0,1,0,0,24.41
"ITIS:609813","Thylamys velutinus","Thylamys velutinus",80,0,0,0,10,0,10,0,0,0,1,0,0,20.7
"ITIS:709380","Thylamys macrurus","Thylamys macrurus",80,0,0,0,10,0,10,0,0,0,1,0,0,34.43
"ITIS:709379","Thylamys karimii","Thylamys karimii",80,0,0,0,20,0,0,0,0,0,1,0,0,24.41
"ITIS:709378","Thylamys cinderella","Thylamys cinderella",80,0,0,0,20,0,0,0,0,0,1,0,0,24.41
"ITIS:609809","Thylamys elegans","Thylamys elegans",80,0,0,0,10,0,10,0,0,0,1,1,0,28.9
"ITIS:609811","Thylamys pallidior","Thylamys pallidior",80,0,0,0,10,0,10,0,0,0,1,0,0,14.9
"ITIS:709385","Tlacuatzin canescens","Tlacuatzin canescens",40,10,10,0,10,0,30,0,0,0,1,0,0,47.73
"ITIS:552585","Caenolestes caniventer","Caenolestes caniventer",70,0,0,0,10,0,10,0,0,10,1,0,0,40
"ITIS:709386","Caenolestes condorensis","Caenolestes condorensis",70,0,0,0,10,0,10,0,0,10,1,0,0,47.81
"ITIS:552586","Caenolestes convelatus","Caenolestes convelatus",70,0,0,0,10,0,10,0,0,10,1,0,0,40
"ITIS:552587","Caenolestes fuliginosus","Caenolestes fuliginosus",70,0,0,0,10,0,10,0,0,10,1,0,0,27.8
"ITIS:552588","Lestoros inca","Lestoros inca",70,0,0,0,10,0,10,0,0,10,1,1,1,21.1
"ITIS:552589","Rhyncholestes raphanurus","Rhyncholestes raphanurus",80,0,0,0,0,0,0,0,0,20,1,0,0,21
"ITIS:552590","Dromiciops gliroides","Dromiciops gliroides",100,0,0,0,0,0,0,0,0,0,1,0,0,22.3
"ITIS:552675","Notoryctes caurinus","Notoryctes caurinus",90,0,0,0,0,0,0,0,10,0,1,1,1,34
"ITIS:552676","Notoryctes typhlops","Notoryctes typhlops",90,0,0,0,0,0,0,0,10,0,1,1,1,55
"ITIS:552592","Myrmecobius fasciatus","Myrmecobius fasciatus",100,0,0,0,0,0,0,0,0,0,0,0,1,471.5
"ITIS:552604","Dasycercus cristicauda","Dasycercus cristicauda",30,70,0,0,0,0,0,0,0,0,1,1,1,100
"ITIS:552605","Dasykaluta rosamondae","Dasykaluta rosamondae",60,0,0,0,40,0,0,0,0,0,1,0,0,28.75
"ITIS:709391","Dasyuroides byrnei","Dasyuroides byrnei",30,70,0,0,0,0,0,0,0,0,1,0,0,109.47
"ITIS:552610","Dasyurus spartacus","Dasyurus spartacus",80,20,0,0,0,0,0,0,0,0,1,0,0,885.67
"ITIS:552606","Dasyurus albopunctatus","Dasyurus albopunctatus",80,20,0,0,0,0,0,0,0,0,1,0,0,637
"ITIS:552611","Dasyurus viverrinus","Dasyurus viverrinus",70,20,0,0,0,10,0,0,0,0,1,1,1,1090
"ITIS:552607","Dasyurus geoffroii","Dasyurus geoffroii",60,20,10,0,0,10,0,0,0,0,1,0,0,1100
"ITIS:552609","Dasyurus maculatus","Dasyurus maculatus",30,60,10,0,0,0,0,0,0,0,1,0,0,5500
"ITIS:552608","Dasyurus hallucatus","Dasyurus hallucatus",40,30,20,0,0,0,10,0,0,0,1,1,1,525
"ITIS:552614","Myoictis melas","Myoictis melas",50,50,0,0,0,0,0,0,0,0,1,0,0,200
"ITIS:709394","Myoictis wallacii","Myoictis wallacii",50,50,0,0,0,0,0,0,0,0,1,0,0,200
"ITIS:552615","Neophascogale lorentzi","Neophascogale lorentzi",80,0,0,0,20,0,0,0,0,0,0,1,1,212
"ITIS:552619","Parantechinus apicalis","Parantechinus apicalis",70,0,0,0,0,0,0,30,0,0,1,1,1,68.75
"ITIS:552623","Phascolosorex doriae","Phascolosorex doriae",70,0,0,0,0,0,30,0,0,0,1,1,0,168.31
"ITIS:552624","Phascolosorex dorsalis","Phascolosorex dorsalis",70,0,0,0,0,0,30,0,0,0,1,1,0,138.5
"ITIS:709397","Pseudantechinus bilarni","Pseudantechinus bilarni",70,0,0,0,0,0,0,30,0,0,1,0,0,23.05
"ITIS:552632","Pseudantechinus woolleyae","Pseudantechinus woolleyae",100,0,0,0,0,0,0,0,0,0,1,0,0,40
"ITIS:709399","Pseudantechinus roryi","Pseudantechinus roryi",100,0,0,0,0,0,0,0,0,0,1,0,0,25.06
"ITIS:552631","Pseudantechinus ningbing","Pseudantechinus ningbing",100,0,0,0,0,0,0,0,0,0,1,0,0,20
"ITIS:552630","Pseudantechinus macdonnellensis","Pseudantechinus macdonnellensis",100,0,0,0,0,0,0,0,0,0,1,0,0,32.5
"ITIS:709398","Pseudantechinus mimulus","Pseudantechinus mimulus",90,0,0,0,10,0,0,0,0,0,1,0,0,16.5
"ITIS:709400","Sarcophilus harrisii","Sarcophilus harrisii",0,0,0,0,0,100,0,0,0,0,1,0,0,10000
"ITIS:552596","Antechinus leo","Antechinus leo",90,0,0,0,10,0,0,0,0,0,1,0,0,74
"ITIS:709390","Antechinus subtropicus","Antechinus subtropicus",90,0,0,0,10,0,0,0,0,0,1,0,0,59.5
"ITIS:552600","Antechinus stuartii","Antechinus stuartii",90,10,0,0,0,0,0,0,0,0,1,0,0,27.5
"ITIS:552598","Antechinus minimus","Antechinus minimus",90,10,0,0,0,0,0,0,0,0,1,0,0,53.5
"ITIS:552594","Antechinus flavipes","Antechinus flavipes",90,10,0,0,0,0,0,0,0,0,1,0,0,45
"ITIS:552593","Antechinus bellus","Antechinus bellus",90,10,0,0,0,0,0,0,0,0,1,0,0,44.5
"ITIS:709389","Antechinus agilis","Antechinus agilis",80,0,0,0,10,0,10,0,0,0,1,0,0,22.13
"ITIS:709388","Antechinus adustus","Antechinus adustus",80,0,0,0,10,10,0,0,0,0,1,0,0,36
"ITIS:552601","Antechinus swainsonii","Antechinus swainsonii",90,10,0,0,0,0,0,0,0,0,1,0,0,53
"ITIS:552595","Antechinus godmani","Antechinus godmani",90,10,0,0,0,0,0,0,0,0,1,0,0,76.5
"ITIS:709392","Micromurexia habbema","Micromurexia habbema",70,10,20,0,0,0,0,0,0,0,1,0,0,46.97
"ITIS:709393","Murexechinus melanurus","Murexechinus melanurus",90,10,0,0,0,0,0,0,0,0,1,1,1,38.02
"ITIS:552612","Murexia longicaudata","Murexia longicaudata",60,20,20,0,0,0,0,0,0,0,0,1,1,335.83
"ITIS:709395","Paramurexia rothschildi","Paramurexia rothschildi",60,20,20,0,0,0,0,0,0,0,1,1,1,53.77
"ITIS:709396","Phascomurexia naso","Phascomurexia naso",90,10,0,0,0,0,0,0,0,0,1,1,1,52.62
"ITIS:552621","Phascogale calura","Phascogale calura",30,40,30,0,0,0,0,0,0,0,1,0,0,51.5
"ITIS:552622","Phascogale tapoatafa","Phascogale tapoatafa",30,40,30,0,0,0,0,0,0,0,1,0,0,193.5
"ITIS:709387","Antechinomys laniger","Antechinomys laniger",80,10,10,0,0,0,0,0,0,0,1,0,0,25.57
"ITIS:552618","Ningaui yvonnae","Ningaui yvonnae",80,0,0,0,20,0,0,0,0,0,1,0,0,7
"ITIS:552616","Ningaui ridei","Ningaui ridei",80,0,0,0,20,0,0,0,0,0,1,0,0,8.5
"ITIS:552617","Ningaui timealeyi","Ningaui timealeyi",80,0,0,0,20,0,0,0,0,0,1,0,0,5.7
"ITIS:552643","Sminthopsis griseoventer","Sminthopsis griseoventer",80,10,10,0,0,0,0,0,0,0,1,0,0,17.5
"ITIS:552652","Sminthopsis virginiae","Sminthopsis virginiae",80,10,10,0,0,0,0,0,0,0,1,0,0,35.25
"ITIS:552651","Sminthopsis psammophila","Sminthopsis psammophila",80,10,10,0,0,0,0,0,0,0,1,0,0,33.5
"ITIS:552650","Sminthopsis ooldea","Sminthopsis ooldea",80,10,10,0,0,0,0,0,0,0,1,0,0,11
"ITIS:552649","Sminthopsis murina","Sminthopsis murina",80,10,10,0,0,0,0,0,0,0,1,0,0,17
"ITIS:552648","Sminthopsis macroura","Sminthopsis macroura",80,10,10,0,0,0,0,0,0,0,1,0,0,20
"ITIS:552647","Sminthopsis longicaudata","Sminthopsis longicaudata",80,10,10,0,0,0,0,0,0,0,1,0,0,18
"ITIS:552646","Sminthopsis leucopus","Sminthopsis leucopus",80,10,10,0,0,0,0,0,0,0,1,0,0,26
"ITIS:552639","Sminthopsis douglasi","Sminthopsis douglasi",80,10,10,0,0,0,0,0,0,0,1,0,0,55
"ITIS:552644","Sminthopsis hirtipes","Sminthopsis hirtipes",80,10,10,0,0,0,0,0,0,0,1,0,0,15
"ITIS:552653","Sminthopsis youngsoni","Sminthopsis youngsoni",80,10,10,0,0,0,0,0,0,0,1,0,0,10.1
"ITIS:552640","Sminthopsis fuliginosus","Sminthopsis fuliginosus",80,10,10,0,0,0,0,0,0,0,1,0,0,19.89
"ITIS:552638","Sminthopsis dolichura","Sminthopsis dolichura",80,10,10,0,0,0,0,0,0,0,1,0,0,13.6
"ITIS:552637","Sminthopsis crassicaudata","Sminthopsis crassicaudata",80,10,10,0,0,0,0,0,0,0,1,0,0,15
"ITIS:552636","Sminthopsis butleri","Sminthopsis butleri",80,10,10,0,0,0,0,0,0,0,1,0,0,25
"ITIS:709402","Sminthopsis boullangerensis","Sminthopsis boullangerensis",80,10,10,0,0,0,0,0,0,0,1,0,0,19.89
"ITIS:709401","Sminthopsis bindi","Sminthopsis bindi",80,10,10,0,0,0,0,0,0,0,1,0,0,17.5
"ITIS:552635","Sminthopsis archeri","Sminthopsis archeri",80,10,10,0,0,0,0,0,0,0,1,0,0,16
"ITIS:552634","Sminthopsis aitkeni","Sminthopsis aitkeni",80,10,10,0,0,0,0,0,0,0,1,0,0,22.5
"ITIS:552642","Sminthopsis granulipes","Sminthopsis granulipes",80,10,10,0,0,0,0,0,0,0,1,0,0,25
"ITIS:552641","Sminthopsis gilberti","Sminthopsis gilberti",80,10,10,0,0,0,0,0,0,0,1,0,0,19.5
"ITIS:552626","Planigale gilesi","Planigale gilesi",40,30,30,0,0,0,0,0,0,0,1,1,1,9.2
"ITIS:552629","Planigale tenuirostris","Planigale tenuirostris",40,30,30,0,0,0,0,0,0,0,1,0,0,6.05
"ITIS:552628","Planigale novaeguineae","Planigale novaeguineae",40,30,30,0,0,0,0,0,0,0,1,0,0,14.9
"ITIS:552625","Planigale ingrami","Planigale ingrami",40,30,30,0,0,0,0,0,0,0,1,0,0,4.25
"ITIS:552627","Planigale maculata","Planigale maculata",40,30,30,0,0,0,0,0,0,0,1,0,0,11
"ITIS:552658","Macrotis lagotis","Macrotis lagotis",70,0,0,0,20,0,0,0,0,10,1,0,0,1350
"ITIS:552659","Macrotis leucura","Macrotis leucura",70,0,0,0,20,0,0,0,0,10,1,0,0,354
"ITIS:552655","Isoodon auratus","Isoodon auratus",100,0,0,0,0,0,0,0,0,0,1,0,0,425
"ITIS:552657","Isoodon macrourus","Isoodon macrourus",100,0,0,0,0,0,0,0,0,0,1,0,0,1600
"ITIS:552656","Isoodon obesulus","Isoodon obesulus",100,0,0,0,0,0,0,0,0,0,1,0,0,775
"ITIS:552663","Perameles nasuta","Perameles nasuta",70,10,10,0,0,0,0,0,0,10,1,0,0,975
"ITIS:552662","Perameles gunnii","Perameles gunnii",70,10,10,0,0,0,0,0,0,10,1,0,0,870
"ITIS:552661","Perameles eremiana","Perameles eremiana",70,10,10,0,0,0,0,0,0,10,1,0,0,500
"ITIS:552660","Perameles bougainville","Perameles bougainville",70,10,10,0,0,0,0,0,0,10,1,0,0,226
"ITIS:552673","Peroryctes raffrayana","Peroryctes raffrayana",60,0,0,0,0,0,40,0,0,0,1,0,0,838.5
"ITIS:552672","Peroryctes broadbenti","Peroryctes broadbenti",60,0,0,0,0,0,40,0,0,0,1,0,0,4800
"ITIS:552664","Echymipera clara","Echymipera clara",60,0,0,0,0,0,40,0,0,0,1,0,0,1236.5
"ITIS:552665","Echymipera davidi","Echymipera davidi",60,0,0,0,0,0,40,0,0,0,1,0,0,950
"ITIS:552666","Echymipera echinista","Echymipera echinista",60,0,0,0,0,0,40,0,0,0,1,0,0,1000
"ITIS:552667","Echymipera kalubu","Echymipera kalubu",60,0,0,0,0,0,40,0,0,0,1,0,0,782.17
"ITIS:552668","Echymipera rufescens","Echymipera rufescens",60,0,0,0,0,0,40,0,0,0,1,0,0,1100
"ITIS:552669","Microperoryctes longicauda","Microperoryctes longicauda",60,0,0,0,10,0,0,0,0,30,1,0,0,538
"ITIS:552670","Microperoryctes murina","Microperoryctes murina",60,0,0,0,10,0,0,0,0,30,1,0,0,817.52
"ITIS:552671","Microperoryctes papuensis","Microperoryctes papuensis",60,0,0,0,10,0,0,0,0,30,1,0,0,158
"ITIS:552674","Rhynchomeles prattorum","Rhynchomeles prattorum",60,0,0,0,10,0,0,0,0,30,1,0,0,817.52
"ITIS:552677","Phascolarctos cinereus","Phascolarctos cinereus",0,0,0,0,0,0,0,0,0,100,1,0,0,10250
"ITIS:552678","Lasiorhinus krefftii","Lasiorhinus krefftii",0,0,0,0,0,0,0,0,0,100,1,0,0,2900
"ITIS:552679","Lasiorhinus latifrons","Lasiorhinus latifrons",0,0,0,0,0,0,0,0,0,100,1,0,0,25500
"ITIS:552680","Vombatus ursinus","Vombatus ursinus",0,0,0,0,0,0,0,0,0,100,1,0,0,26000
"ITIS:609815","Burramys parvus","Burramys parvus",40,0,0,0,0,0,30,0,30,0,1,0,0,41.5
"ITIS:609819","Cercartetus nanus","Cercartetus nanus",20,0,10,0,0,0,20,20,10,20,1,0,0,24
"ITIS:609816","Cercartetus caudatus","Cercartetus caudatus",20,0,10,0,0,0,20,20,10,20,1,0,0,25
"ITIS:609817","Cercartetus concinnus","Cercartetus concinnus",20,0,10,0,0,0,20,20,10,20,1,0,0,13
"ITIS:609818","Cercartetus lepidus","Cercartetus lepidus",20,0,10,0,0,0,20,20,10,20,1,0,0,7
"ITIS:709403","Ailurops melanotis","Ailurops melanotis",0,0,0,0,0,0,0,0,0,100,0,0,1,10000
"ITIS:552681","Ailurops ursinus","Ailurops ursinus",0,0,0,0,0,0,0,0,0,100,0,0,1,10000
"ITIS:552683","Phalanger lullulae","Phalanger lullulae",10,0,0,0,10,0,40,0,0,40,1,0,0,1632.5
"ITIS:552689","Phalanger vestitus","Phalanger vestitus",10,0,0,0,10,0,40,0,0,40,1,0,0,1850
"ITIS:552688","Phalanger sericeus","Phalanger sericeus",10,0,0,0,10,0,40,0,0,40,1,0,0,2003
"ITIS:609814","Phalanger rothschildi","Phalanger rothschildi",10,0,0,0,10,0,40,0,0,40,1,0,0,1365
"ITIS:552686","Phalanger ornatus","Phalanger ornatus",10,0,0,0,10,0,40,0,0,40,1,0,0,1787.5
"ITIS:552685","Phalanger orientalis","Phalanger orientalis",10,0,0,0,10,0,40,0,0,40,1,0,0,2168.75
"ITIS:709418","Phalanger mimicus","Phalanger mimicus",10,0,0,0,10,0,40,0,0,40,1,0,0,1846.67
"ITIS:709417","Phalanger matabiru","Phalanger matabiru",10,0,0,0,10,0,40,0,0,40,1,0,0,1846.67
"ITIS:709416","Phalanger intercastellanus","Phalanger intercastellanus",10,0,0,0,10,0,40,0,0,40,1,0,0,1747.5
"ITIS:709415","Phalanger gymnotis","Phalanger gymnotis",0,0,0,0,0,0,100,0,0,0,1,0,0,2597.89
"ITIS:552682","Phalanger carmelitae","Phalanger carmelitae",10,0,0,0,10,0,40,0,0,40,1,0,0,2047.5
"ITIS:709414","Phalanger alexandrae","Phalanger alexandrae",10,0,0,0,10,0,40,0,0,40,1,0,0,1846.67
"ITIS:552684","Phalanger matanim","Phalanger matanim",10,0,0,0,10,0,40,0,0,40,1,0,0,1550
"ITIS:552691","Spilocuscus rufoniger","Spilocuscus rufoniger",0,0,0,0,0,0,40,0,0,60,1,0,0,6000
"ITIS:709429","Spilocuscus kraemeri","Spilocuscus kraemeri",0,0,0,0,0,0,40,0,0,60,1,0,0,5535.39
"ITIS:552690","Spilocuscus maculatus","Spilocuscus maculatus",0,0,0,0,0,0,40,0,0,60,1,0,0,5106.75
"ITIS:709430","Spilocuscus papuensis","Spilocuscus papuensis",0,0,0,0,0,0,40,0,0,60,1,0,0,5535.39
"ITIS:552692","Strigocuscus celebensis","Strigocuscus celebensis",0,0,0,0,0,0,100,0,0,0,1,0,0,500
"ITIS:709431","Strigocuscus pelengensis","Strigocuscus pelengensis",10,0,0,0,10,0,40,0,0,40,1,0,0,500
"ITIS:552694","Trichosurus arnhemensis","Trichosurus arnhemensis",0,0,0,0,0,0,20,0,20,60,1,0,0,1300
"ITIS:552695","Trichosurus caninus","Trichosurus caninus",0,0,0,0,0,0,20,0,20,60,1,0,0,3500
"ITIS:709435","Trichosurus cunninghami","Trichosurus cunninghami",0,0,0,0,0,0,0,0,0,100,1,0,0,2293.08
"ITIS:709436","Trichosurus johnstonii","Trichosurus johnstonii",0,0,0,0,0,0,20,0,0,80,1,0,0,2293.08
"ITIS:552696","Trichosurus vulpecula","Trichosurus vulpecula",0,0,0,0,0,0,20,0,20,60,1,0,0,2650
"ITIS:552697","Wyulda squamicaudata","Wyulda squamicaudata",20,0,0,0,10,0,20,0,0,50,1,0,0,1675
"ITIS:609820","Hemibelideus lemuroides","Hemibelideus lemuroides",0,0,0,0,0,0,0,0,0,100,1,0,0,952.5
"ITIS:609821","Petauroides volans","Petauroides volans",0,0,0,0,0,0,0,0,0,100,1,0,0,1300
"ITIS:609822","Petropseudes dahli","Petropseudes dahli",0,0,0,0,0,0,30,0,0,70,1,0,0,1640
